,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
8295,False,471014,Wheelman,en,Wheelman,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,3.5281,2017-10-20,False,False,6.132,699
8296,False,336004,Heist,en,Heist,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",5.1858,2015-11-13,False,False,6.132,1020
8297,False,157820,Mood Indigo,fr,L'Écume des jours,A woman suffers from an unusual illness caused by a flower growing in her lungs.,2.1714,2013-01-10,False,False,6.132,659
8298,False,127867,The Brass Teapot,en,The Brass Teapot,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",1.9564,2012-09-08,False,False,6.132,520
8299,False,63197,Megan Is Missing,en,Megan Is Missing,"Fourteen-year–old Megan and her best friend Amy spend a lot of time on the internet, posting videos of themselves and chatting with guys online. One night Megan chats with a guy named Josh who convinces her to meet him for a date. The next day, Megan is missing—forever. Based on actual cases of child abduction.",4.4577,2011-05-01,False,False,6.128,875
8300,False,9730,Friday the 13th: The Final Chapter,en,Friday the 13th: The Final Chapter,"After his revival in a hospital morgue, Jason fixes his vengeful attention on the Jarvis family and a group of hitherto carefree teenagers.",5.3214,1984-04-13,False,False,6.132,1556
8301,False,1198984,We Bury the Dead,en,We Bury the Dead,"After a catastrophic military disaster reanimates the dead, Ava searches for her missing husband amidst an increasingly hostile world.",8.7266,2026-01-01,False,False,6.137,375
8302,False,1069905,Jay Kelly,en,Jay Kelly,"Famous movie actor Jay Kelly embarks on a journey of self-discovery, confronting both his past and present, accompanied by his devoted manager, Ron.",8.005,2025-11-14,False,False,6.131,467
8303,False,20187,The Eiger Sanction,en,The Eiger Sanction,"A classical art professor and collector, who doubles as a professional assassin, is coerced out of retirement to avenge the murder of an old friend.",3.6501,1975-05-21,False,False,6.131,466
8304,False,12157,Green Card,en,Green Card,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",4.0048,1990-12-23,False,False,6.13,548
8305,False,10641,Autumn in New York,en,Autumn in New York,"Will Keane, a Manhattan restaurateur, is content with his playboy lifestyle until he meets Charlotte Fielding, a free-spirited young woman. Together the pair pursue a passionate affair that forces them both to reevaluate what they want out of life, even as fate threatens to steal away their future.",3.6234,2000-08-11,False,False,6.1,785
8306,False,10208,Muppets from Space,en,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action to rescue their friend.",3.9586,1999-07-14,False,False,6.133,377
8307,False,4965,Impostor,en,Impostor,A top-secret government weapons designer is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.,5.3544,2001-12-03,False,False,6.131,496
8308,False,57201,The Lone Ranger,en,The Lone Ranger,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",8.9371,2013-07-03,False,False,6.131,6270
8309,False,29514,Two Evil Eyes,en,Due occhi diabolici,"A duo of Edgar Allan Poe adaptations about a greedy wife's attempt to embezzle her dying husband's fortune, and a sleazy reporter's adoption of a strange black cat.",2.1232,1990-01-25,False,False,6.13,355
8310,False,11052,Yu-Gi-Oh! The Movie,en,Yu-Gi-Oh! The Movie,"After the conclusion of the Battle City Tournament, deep below the sands of Egypt, an ancient evil has awakened. Anubis, who was defeated centuries ago by Yugi’s mysterious alter ego – the ancient Pharaoh – has returned for revenge. Wielding the power of the Eighth Millennium Item, Anubis is determined to destroy Yugi and take over the world.",2.6607,2004-08-13,False,False,6.13,385
8311,False,10606,The Philadelphia Experiment,en,The Philadelphia Experiment,"Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984.",3.6604,1984-10-05,False,False,6.13,470
8312,False,417644,CHiPs,en,CHiPs,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,4.1165,2017-03-23,False,False,6.13,1419
8313,False,190955,Blood Ties,en,Blood Ties,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",5.7091,2013-08-22,False,False,6.129,520
8314,False,327833,Skin Trade,en,Skin Trade,After his family is killed by a Serbian gangster with international interests. NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.,3.3151,2014-11-07,False,False,6.128,313
8315,False,317744,Careful What You Wish For,en,Careful What You Wish For,"A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.",3.2458,2015-05-06,False,False,6.1,441
8316,False,295830,Attack on Titan,ja,進撃の巨人 ATTACK ON TITAN,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",6.4438,2015-08-01,False,False,6.128,862
8317,False,274855,Geostorm,en,Geostorm,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",10.3674,2017-10-12,False,False,6.128,5319
8318,False,115782,Jobs,en,Jobs,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,3.4427,2013-08-15,False,False,6.128,2656
8319,False,72358,A Thousand Words,en,A Thousand Words,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",6.4542,2012-03-07,False,False,6.128,1447
8320,False,47971,xXx: Return of Xander Cage,en,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",17.7332,2017-01-13,False,False,6.128,9323
8321,False,9813,The Quiet,en,The Quiet,"After her widowed father dies, deaf teenager Dot moves in with her godparents, Olivia and Paul Deer. The Deers' daughter, Nina, is openly hostile to Dot, but that does not prevent her from telling her secrets to her silent stepsister, including the fact that she wants to kill her lecherous father.",2.7763,2005-09-12,False,False,6.128,300
8322,False,38327,My Best Enemy,it,Il mio miglior nemico,"When a neurotic hotel manager fires a maid for allegedly stealing a laptop, her son swears revenge and begins to expose his deepest secrets — only to regret it after falling for his daughter.",1.4872,2006-03-10,False,False,6.127,310
8323,False,10720,Down with Love,en,Down with Love,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.",3.8918,2003-05-08,False,False,6.128,810
8324,False,306943,The Outcasts,en,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",2.4892,2017-04-14,False,False,6.126,510
8325,False,59968,Our Idiot Brother,en,Our Idiot Brother,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",2.8372,2011-08-26,False,False,6.128,1064
8326,False,10359,Resurrection,en,Resurrection,"A jaded homicide detective has been put on the case of a ruthless killer in the city of Chicago, who leaves a trail of horribly mutilated and dismembered corpses along with perversely ironic biblical quotes.",3.4175,1999-06-05,False,False,6.126,318
8327,False,10013,Peggy Sue Got Married,en,Peggy Sue Got Married,"At her 25th high school reunion, Peggy Sue faints and awakens in 1960—back in her senior year, before her marriage and all her regrets. Given a second chance to relive her youth, she must decide whether to change the choices that shaped her life or embrace the past that made her who she is.",2.9616,1986-10-10,False,False,6.125,681
8328,False,6076,Rabbit Without Ears,de,Keinohrhasen,"Rainbow press reporter Ludo is sentenced to 8 months, but is released on probation. But he has to work 300 hours for a local daycare center and meets Anna who has unfinished business with him.",2.6521,2007-12-01,False,False,6.126,420
8329,False,1241470,Osiris,en,Osiris,"Special Forces commandos on a mission are abducted mid-operation by a mysterious spacecraft. Upon waking aboard, they find themselves prey to a relentless alien race in a fight for survival.",8.3916,2025-07-25,False,False,6.125,311
8330,False,137094,Jack Ryan: Shadow Recruit,en,Jack Ryan: Shadow Recruit,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",8.338,2014-01-15,False,False,6.125,3179
8331,False,113148,Prince Avalanche,en,Prince Avalanche,Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,1.359,2013-02-13,False,False,6.125,344
8332,False,37652,Didier,fr,Didier,"Jean-Pierre Costa is a football manager upon whom fate appears not to be smiling. First, a friend, Annabelle, dumps a pet Labrador named Didier on him whilst she goes off to make a report in Los Angeles. Next, one of his star players is injured, leaving him one player short for a crucial match. As if things could not get any worse, Costa wakes up one morning to find that that Didier has been transformed into a man...",1.8447,1997-01-29,False,False,6.125,666
8333,False,34806,The Back-Up Plan,en,The Back-Up Plan,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",4.9744,2010-04-23,False,False,6.124,1511
8334,False,21788,Trouble at Timpetill,fr,Les Enfants de Timpelbach,"The children of a small European mountain village end up being its only residents, soon after the adults cannot take their behavior any longer.",1.6889,2008-12-17,False,False,6.125,397
8335,False,15417,Every Which Way but Loose,en,Every Which Way but Loose,"Philo Beddoe is your regular, easygoing, truck-driving guy. He's also the best bar-room brawler west of the Rockies. And he lives with a 165-pound orangutan named Clyde. Like other guys, Philo finally falls in love - with a flighty singer who leads him on a screwball chase across the American Southwest. Nothing's in the way except a motorcycle gang, some cops, and legendary brawler Tank Murdock.",5.5784,1978-12-16,False,False,6.125,529
8336,False,13926,Red's Dream,en,Red's Dream,"Life as the sole sale item in the clearance corner of Eben's Bikes can get lonely. So Red, a unicycle, dreams up a clown owner and his own juggling act that steals the show. But all too soon, the applause turns into the sound of rainfall, as reality rushes back. Red must resign himself to sitting in the corner and await his fate.",2.3267,1987-07-10,False,False,6.125,373
8337,False,11557,St. Elmo's Fire,en,St. Elmo's Fire,"Reluctant to let go of college life, a close-knit team of seven friends--irresponsible saxophone player Billy, young Republican Alec, his girlfriend Leslie, struggling journalist Kevin, drama queen Jules, lovesick waiter Kirby, and Wendy, a social worker with a heart of gold--realise the party is over. And as the burdens of maturity close in on the young dreamers, the complexities of adulthood and the daily struggle of growing up put their sacred friendship to the test. But everyone knows life is not a bed of roses. It won't be easy, but when all is said and done, what will it take for St. Elmo's clique to find its place in the real world?",4.7273,1985-06-28,False,False,6.124,615
8338,False,408439,Hounds of Love,en,Hounds of Love,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",2.2415,2016-10-07,False,False,6.124,380
8339,False,14013,BASEketball,en,BASEketball,"Two losers from Milwaukee, Coop and Remer, invent a new game combining basketball with the rules of baseball. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. When a rival owner wants to institute major rule changes, Coop and Remer's team is the only one standing in the way.",3.6987,1998-07-28,False,False,6.126,673
8340,False,10065,The Amityville Horror,en,The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Dutch colonial mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",6.2968,2005-04-14,False,False,6.124,2415
8341,False,9955,Blades of Glory,en,Blades of Glory,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.",6.8589,2007-03-30,False,False,6.124,1981
8342,False,582596,The Wrong Missy,en,The Wrong Missy,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",3.7184,2020-05-13,False,False,6.125,1305
8343,False,166271,Haunter,en,Haunter,A teenager is stuck in a time loop that is not quite the same each time. She must uncover the truth but her actions have consequences for herself and others.,2.928,2013-10-17,False,False,6.123,664
8344,False,10836,Dagon,en,Dagon,"A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose...",4.3225,2001-10-12,False,False,6.123,493
8345,False,278154,Ice Age: Collision Course,en,Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",19.799,2016-06-23,False,False,6.1,4973
8346,False,17927,Fired Up!,en,Fired Up!,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.,6.2009,2009-02-20,False,False,6.123,716
8347,False,10068,Nine 1/2 Weeks,en,Nine 1/2 Weeks,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",8.5868,1986-02-09,False,False,6.122,1161
8348,False,643532,The Card Counter,en,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk.",4.8162,2021-09-03,False,False,6.121,1123
8349,False,520946,100% Wolf,en,100% Wolf,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first 'warfing' goes awry, turning him into a ferocious poodle.  The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever.  With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he's 100% Wolf.",4.3866,2020-06-26,False,False,6.121,343
8350,False,244264,Laggies,en,Laggies,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",2.3995,2014-09-25,False,False,6.121,1188
8351,False,218784,Freaks of Nature,en,Freaks of Nature,"In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",3.8092,2015-10-30,False,False,6.121,630
8352,False,94562,Turkish for Beginners,de,Türkisch für Anfänger,"During an emergency landing on a deserted island suddenly traumatized by antiauthoritarian education Lena Schneider together with the Turkish Super Macho Cem Öztürk must fight for survival. After initially Cem macho repulsive acts on Lena, a jellyfish in the water and sand in a bikini, she recognizes the time the romantic core behind his cool facade. Meanwhile, meet also their parents, who obdurate psychologist Doris and Metin Öztürk to work together to find their missing children. So both generations take an involuntary Turkish Basic Course for beginners.",1.8534,2012-03-14,False,False,6.121,389
8353,False,48171,The Rite,en,The Rite,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",7.2748,2011-01-28,False,False,6.121,2310
8354,False,16873,Battle for Terra,en,Battle for Terra,"A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.",2.9152,2007-09-06,False,False,6.12,316
8355,False,10351,Wishmaster,en,Wishmaster,"The Djinn, having been released from his ancient prison, seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",5.2568,1997-09-19,False,False,6.12,731
8356,False,9029,What Happens in Vegas,en,What Happens in Vegas,"During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money.",5.9486,2008-05-07,False,False,6.122,3388
8357,False,991708,El Conde,es,El conde,"After living for over two centuries, Augusto Pinochet is a vampire ready to die… but the vultures around him won't let him go without one last bite.",2.3435,2023-09-07,False,False,6.12,367
8358,False,507143,Candy Jar,en,Candy Jar,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2.4889,2018-04-27,False,False,6.12,490
8359,False,382593,Divorce French Style,fr,Papa ou maman 2,"Two years have passed. After missing their separation, the Leroy seem perfectly successful in their divorce. But the appearance of two new lovers in the life of Vincent and Florence will set fire to the powders. The match between the former spouses resumes.",1.7331,2016-12-07,False,False,6.12,626
8360,False,53182,300: Rise of an Empire,en,300: Rise of an Empire,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",11.1696,2014-03-05,False,False,6.121,7111
8361,False,12526,Bug,en,Bug,"In Oklahoma, Agnes, a lonely waitress living in an isolated and dilapidated roadside motel, meets Peter, a quiet and mysterious man with whom she establishes a peculiar relationship.",3.0354,2007-02-21,False,False,6.12,641
8362,False,2185,Big Trouble,en,Big Trouble,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""",3.9925,2002-04-05,False,False,6.122,339
8363,False,1010928,Wingwomen,fr,Voleuses,"Tired of life on the run, a pro thief decides to retire — but not before one easy last job with her partner in crime and a feisty new getaway driver.",3.9391,2023-11-01,False,False,6.119,524
8364,False,59108,Tower Heist,en,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",7.9254,2011-11-02,False,False,6.119,3263
8365,False,16084,Freaky Friday,en,Freaky Friday,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",2.9203,1976-12-17,False,False,6.119,319
8366,False,5516,The Ladykillers,en,The Ladykillers,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",6.3741,2004-03-25,False,False,6.12,1802
8367,False,4967,Keeping the Faith,en,Keeping the Faith,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",3.8119,2000-04-14,False,False,6.119,687
8368,False,1656,The Legend of Zorro,en,The Legend of Zorro,"Despite trying to keep his swashbuckling to a minimum, a threat to California's pending statehood causes the adventure-loving Don Alejandro de la Vega and his wife, Elena, to take action.",9.6617,2005-10-24,False,False,6.119,3169
8369,False,578908,Bad Trip,en,Bad Trip,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics.",3.0695,2021-03-25,False,False,6.118,606
8370,False,268896,Pacific Rim: Uprising,en,Pacific Rim: Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",10.5561,2018-03-21,False,False,6.119,5481
8371,False,10665,The Strangers,en,The Strangers,"After a 4 a.m. knock at the door and haunting voices, Kristen McKay and James Hoyt’s remote getaway becomes a psychological night of terror as three masked strangers invade. Now they must go far beyond what they thought themselves capable of if they hope to survive.",7.0812,2008-05-29,False,False,6.118,2738
8372,False,9397,Evolution,en,Evolution,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",8.3556,2001-06-08,False,False,6.12,2581
8373,False,1852,World Trade Center,en,World Trade Center,"Two police officers struggle to survive when they become trapped beneath the rubble of the World Trade Center on September 11, 2001.",5.9033,2006-08-09,False,False,6.118,1862
8374,False,438347,Wedding Unplanned,fr,Jour J,"When she discovers a wedding planer's business card, Alexia instantly says, ""YES"" to Mathias unaware that it belongs to his mistress. The groom is now trapped between his bride, and his lover who in charge of his unwanted marriage.",1.8724,2017-04-26,False,False,6.117,484
8375,False,391714,On Chesil Beach,en,On Chesil Beach,"In 1962 England, a young couple finds their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",3.1904,2018-01-19,False,False,6.117,397
8376,False,11979,Queen of the Damned,en,Queen of the Damned,"Vampire Lestat awakens from his slumber and becomes a rock star. But chaos strikes when his music awakens Akasha, the vampire queen, who may not rest until she makes Lestat her new king.",5.4089,2002-02-10,False,False,6.116,1211
8377,False,1636,Bedazzled,en,Bedazzled,"Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",7.5903,2000-10-19,False,False,6.118,2185
8378,False,454293,Night School,en,Night School,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",5.7774,2018-09-27,False,False,6.116,1791
8379,False,232572,A Walk in the Woods,en,A Walk in the Woods,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",3.0114,2015-09-02,False,False,6.116,794
8380,False,41664,Fantozzi Retires,it,Fantozzi va in pensione,"After thirty years in the big corporation, Ugo Fantozzi retires. Suddenly, he needs things to do in everyday life and he tries a number of activities: helping Pina shopping; babysitting grand-daughter Uga; a trip to Venice; learning golf. He then fakes documents to get a new job, but in the end he becomes a hypochondriac and doesn't even take a long-awaited chance with Miss Silvani.",1.0958,1988-12-22,False,False,6.1,400
8381,False,22172,Street Trash,en,Street Trash,"A group of hobos begin melting into multicolored piles of goo after drinking sixty-year-old liquor. At the same time, the psychotic Vietnam War vet who rules the hobo camp snaps and begins killing at random. Two brothers set out to stop the liquor and the killer.",2.494,1987-02-22,False,False,6.116,340
8382,False,14128,Cinderella II: Dreams Come True,en,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",8.669,2002-02-23,False,False,6.116,1557
8383,False,13570,Tourist Trap,en,Tourist Trap,"After their car breaks down, a group of young travelers find themselves stranded at a roadside museum run by the enigmatic Mr. Slausen and populated by his collection of life-like wax mannequins.",2.4628,1979-03-14,False,False,6.116,349
8384,False,692,Pink Flamingos,en,Pink Flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",5.3408,1972-03-17,False,False,6.116,584
8385,False,228165,The SpongeBob Movie: Sponge Out of Water,en,The SpongeBob Movie: Sponge Out of Water,"Evil pirate Burger Beard is in search of the final page of a magical book that makes any evil plan he writes in it come true, but the final page happens to be the Krabby Patty secret formula. When Burger Beard endangers Bikini Bottom, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton must embark on a quest to retrieve the recipe and save their city...a quest that takes them to the surface world and transforms them into superheroes.",11.207,2015-01-28,False,False,6.115,2597
8386,False,35056,Date Night,en,Date Night,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",5.5933,2010-04-08,False,False,6.115,3137
8387,False,10832,Them,fr,Ils,"Lucas and Clementine live peacefully in their isolated country house, but one night they wake up to strange noise. They're not alone... and a group of hooded assailants begin to terrorize them throughout the night.",1.8701,2006-07-19,False,False,6.115,623
8388,False,9637,Scooby-Doo,en,Scooby-Doo,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",7.8161,2002-06-14,False,False,6.115,4878
8389,False,7288,Duplex,en,Duplex,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",4.6126,2003-09-26,False,False,6.116,1845
8390,False,708577,Like a Cat on a Highway 2,it,Come un gatto in tangenziale - Ritorno a Coccia di Morto,"Three years after her relationship with Giovanni, Monica is in prison and has to ask his ex for help.",1.1853,2021-08-14,False,False,6.114,369
8391,False,674607,The Decline,fr,Jusqu'au déclin,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",1.9346,2020-02-27,False,False,6.114,456
8392,False,496743,Aniara,sv,Aniara,"A ship carrying settlers to a new home on Mars after Earth is rendered uninhabitable is knocked off-course, causing the passengers to consider their place in the universe.",2.2366,2019-02-01,False,False,6.114,452
8393,False,272548,Moonwalkers,en,Moonwalkers,"What if Apollo 11 never actually made it? What if, in reality, Stanley Kubrick secretly shot the famous images of the moon landing in a studio, working for the US administration? This is the premise of a totally plausible conspiracy theory that takes us to swinging sixties London, where a stubborn CIA agent will never find Kubrick but is forced to team up with a lousy manager of a seedy rock band to develop the biggest con of all time.",3.4097,2015-03-14,False,False,6.114,400
8394,False,13927,Tin Toy,en,Tin Toy,"Babies are hardly monster-like, unless you're a toy. After escaping a drooling baby, Tinny realizes that he wants to be played with after all. But in the amount of time it takes him to discover this, the baby's attention moves on to other things only an infant could find interesting.",2.3124,1988-08-01,False,False,6.114,507
