,adult,id,title,original_language,original_title,overview,popularity,release_date,softcore,video,vote_average,vote_count
2075,False,11197,Evil,sv,Ondskan,"Stockholm, in the 1950s.  Erik is expelled from the local school for getting into one brawl too many. To protect Erik from his violent stepfather’s reaction to his expulsion, Erik's mother arranges for Erik to spend a year at Stjärnsberg Boarding School, the only school willing to accept him. This is Erik's last chance to graduate to Upper School and he promises his mother, for his and her sake, to do all he can to stay out of trouble.",2.8716,2003-09-16,False,False,7.331,411
2076,False,560057,The Sea Beast,en,The Sea Beast,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",11.1493,2022-06-24,False,False,7.33,1770
2077,False,508947,Turning Red,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",20.052,2022-03-10,False,False,7.33,6033
2078,False,16307,The Wicker Man,en,The Wicker Man,Police sergeant Neil Howie is called to an island village in search of a missing girl whom the locals claim never existed. The investigation is further complicated as Howie’s religious views clash with those of the island’s residents.,7.8367,1973-12-06,False,False,7.329,1718
2079,False,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,ja,劇場版 鋼の錬金術師 シャンバラを征く者,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",4.822,2005-07-21,False,False,7.33,420
2080,False,250,In China They Eat Dogs,da,I Kina spiser de hunde,Arvid is an ordinary bank clerk who lives a rather unassuming life with his dear girlfriend. But his life is turned completely upside down when he bravely manages to avert a robbery against the bank where he works.,1.9584,1999-09-10,False,False,7.33,305
2081,False,205587,The Judge,en,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",12.8799,2014-10-08,False,False,7.329,4523
2082,False,37775,"Bianco, rosso e Verdone",it,"Bianco, rosso e Verdone","Three very different Italians travel to their hometowns on election day: Pasquale, a Southern immigrant living in Munich, finds a country far removed from the one he left behind; Roman civil servant Furio's relentless nitpicking threatens to push his wife Magda over the edge; young Mimmo's journey is repeatedly interrupted by concerns about his grandmother's health.",1.297,1981-02-20,False,False,7.329,757
2083,False,25623,House,ja,ハウス,"Hoping to find a sense of connection to her late mother, Gorgeous takes a trip with her friends to visit her aunt's ancestral house in the countryside. The girls soon discover that there is more to the old house than meets the eye.",4.1689,1977-08-26,False,False,7.329,822
2084,False,11901,High Plains Drifter,en,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",7.4982,1973-04-19,False,False,7.329,1387
2085,False,558,Spider-Man 2,en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...",15.3069,2004-06-25,False,False,7.329,16873
2086,False,38602,Little Lord Fauntleroy,en,Little Lord Fauntleroy,"Young Cedric Errol and his widowed mother live in genteel poverty in 1880s Brooklyn after the death of his father. Cedric's grandfather, the Earl of Dorincourt, has long ago disowned his son for marrying an American. But after the death of the Earl's remaining son, he decides to accept Cedric as his heir.",2.103,1980-12-01,False,False,7.328,322
2087,False,861,Total Recall,en,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Rekall, a virtual vacation company that manufactures memories. When something goes wrong during Quaid's memory implant procedure, his life turns upside down, leading him to question what is reality and what isn't.",17.5743,1990-06-01,False,False,7.328,6675
2088,False,809,Shrek 2,en,Shrek 2,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of ever-faithful Donkey, Shrek takes on the potion-brewing Fairy Godmother, pompous Prince Charming, and infamous ogre-killer Puss In Boots.",18.7941,2004-05-19,False,False,7.328,13749
2089,False,619803,The Roundup,ko,범죄도시 2,"The 'Beast Cop' Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years.",8.0837,2022-05-18,False,False,7.327,460
2090,False,25403,Caro diario,it,Caro diario,"Nanni Moretti recounts in his diary three slice-of-life stories marked by a dry, ironic gaze: in the first, he rides his Vespa through a deserted, sun-drenched summertime Rome; in the second, he visits a reclusive friend on an island, who ropes him into an impromptu journey between islets in search of quiet; and in the last, he finds himself grappling with an unknown illness.",2.0603,1993-11-12,False,False,7.327,525
2091,False,12776,Johnny Stecchino,it,Johnny Stecchino,"Good hearted but not very wordly-wise, Dante is happy driving the school bus for a group of mentally handicapped children, while feeling he is somehow missing out on life and love. So he is very excited when after nearly being knocked down by her car he meets Maria, who seems immediately enamoured of him. He is soon invited to her sumptuous Palermo villa, little suspecting that this is part of a plot. He bears an amazing likeness to Maria's stool-pigeon gangster husband and it would be convenient for them if the mobster, in the shape of Dante, was seen to be dead and buried.",1.8799,1991-10-24,False,False,7.3,1081
2092,False,11673,Cyrano de Bergerac,fr,Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",2.7034,1990-03-28,False,False,7.327,845
2093,False,3110,Shane,en,Shane,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.",4.2588,1953-04-23,False,False,7.327,707
2094,False,615643,Minari,en,Minari,"A Korean American family moves to an Arkansas farm in search of its own American dream. Amidst the challenges of this new life in the strange and rugged Ozarks, they discover the undeniable resilience of family and what really makes a home.",4.7762,2021-02-12,False,False,7.326,1917
2095,False,271706,Big Fish & Begonia,zh,大鱼海棠,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",3.3971,2016-07-08,False,False,7.326,498
2096,False,75656,Now You See Me,en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,18.1405,2013-05-29,False,False,7.326,17106
2097,False,2841,A Very Long Engagement,fr,Un long dimanche de fiançailles,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",3.6611,2004-10-27,False,False,7.323,1368
2098,False,2757,Adaptation.,en,Adaptation.,"Charlie Kaufman is a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman and Orlean's book become strangely intertwined as each one's search for passion collides with the other's.",7.5604,2002-12-06,False,False,7.327,2872
2099,False,134,"O Brother, Where Art Thou?",en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",8.8014,2000-08-30,False,False,7.325,4742
2100,False,1061474,Superman,en,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.",33.1053,2025-07-09,False,False,7.325,5420
2101,False,9504,Glengarry Glen Ross,en,Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office. Unscrupulous salesmen try to hawk dubious real estate to suckers.,5.2837,1992-09-10,False,False,7.327,1650
2102,False,522369,Sorry We Missed You,en,Sorry We Missed You,"Hoping that self-employment through gig economy can solve their financial woes, a hard-up delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of modern-day labour exploitation.",4.0431,2019-10-04,False,False,7.324,853
2103,False,459151,The Boss Baby: Family Business,en,The Boss Baby: Family Business,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,14.4851,2021-07-01,False,False,7.324,2722
2104,False,387426,Okja,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",5.7875,2017-06-28,False,False,7.324,4625
2105,False,15157,Another Cinderella Story,en,Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",4.6739,2008-09-16,False,False,7.323,2144
2106,False,323661,Mune: Guardian of the Moon,fr,"Mune, le gardien de la lune","When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",4.1315,2015-02-05,False,False,7.323,620
2107,False,9837,The Prince of Egypt,en,The Prince of Egypt,"The strong bond between two Royal Egyptian brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",12.6625,1998-12-16,False,False,7.323,4422
2108,False,339380,On the Basis of Sex,en,On the Basis of Sex,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,3.7251,2018-12-25,False,False,7.322,1149
2109,False,242643,Batman: Assault on Arkham,en,Batman: Assault on Arkham,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,4.8807,2014-08-12,False,False,7.322,1208
2110,False,112198,What's in a Name,fr,Le Prénom,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable...",2.111,2012-04-25,False,False,7.322,1824
2111,False,31522,A Woman Is a Woman,fr,Une femme est une femme,"Longing for a baby, a stripper pursues another man in order to make her boyfriend jealous.",1.9512,1961-09-06,False,False,7.3,409
2112,False,14645,Santa Claus Is a Stinker,fr,Le père Noël est une ordure,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a cross-dresser visit their office.",1.7665,1982-08-25,False,False,7.322,1079
2113,False,1147400,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire",Ladybug and Cat Noir discover the existence of a parallel universe in which they're supervillains determined to seize the Butterfly Miraculous.,5.7251,2024-02-11,False,False,7.3,548
2114,False,705996,Decision to Leave,ko,헤어질 결심,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",7.8581,2022-06-29,False,False,7.321,1610
2115,False,416477,The Big Sick,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",4.1953,2017-03-30,False,False,7.321,2692
2116,False,247645,Queen,hi,Queen,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.",1.0707,2014-03-07,False,False,7.321,319
2117,False,10397,Angela's Ashes,en,Angela's Ashes,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions.",3.6082,1999-12-25,False,False,7.32,361
2118,False,2786,Pierrot le Fou,fr,Pierrot le fou,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",3.4139,1965-11-05,False,False,7.3,962
2119,False,874,A Man for All Seasons,en,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",3.6524,1966-12-13,False,False,7.321,513
2120,False,854239,Till,en,Till,"The true story of Mamie Till Mobley's relentless pursuit of justice for her 14-year-old son, Emmett Till, who, in 1955, was lynched while visiting his cousins in Mississippi.",4.8359,2022-10-14,False,False,7.32,366
2121,False,663260,Black Box,fr,Boîte noire,"After being assigned to investigate the aftermath of a catastrophic plane crash, an NTSB black box analyst uncovers chilling audio anomalies that no one else seems willing to acknowledge. As he digs deeper for the truth, he provokes powerful forces determined to silence him before he exposes a shocking conspiracy.",6.5721,2021-09-08,False,False,7.32,1480
2122,False,604605,Hello World,ja,HELLO WORLD,"A shy high schooler in Kyoto meets a man claiming to be his future self, who tells him he’s hacked into the past to save their first love.",5.1521,2019-09-20,False,False,7.32,419
2123,False,49361,Don't Torture a Duckling,it,Non si sevizia un paperino,A reporter and a promiscuous young woman try to solve a series of child killings in a remote southern Italian town rife with superstition and a distrust of outsiders.,1.9256,1972-09-29,False,False,7.32,426
2124,False,44741,Malicious,it,Malizia,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",6.5187,1973-03-29,False,False,7.32,373
2125,False,1116,The Wind That Shakes the Barley,en,The Wind That Shakes the Barley,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",3.5583,2006-06-23,False,False,7.3,926
2126,False,759,Gentlemen Prefer Blondes,en,Gentlemen Prefer Blondes,"Lorelei Lee is a beautiful showgirl engaged to be married to the wealthy Gus Esmond, much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw, Esmond Sr. hires Ernie Malone, a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",4.3151,1953-07-15,False,False,7.32,1106
2127,False,1284120,The Ugly Stepsister,no,Den stygge stesøsteren,"In a fairy-tale kingdom where beauty is a brutal business, Elvira battles to compete with her incredibly beautiful stepsister, Agnes, and she will go to any length to catch the Prince’s eye.",12.6385,2025-03-07,False,False,7.319,1306
2128,False,842675,The Wandering Earth II,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",7.8869,2023-01-22,False,False,7.32,755
2129,False,506528,Harriet,en,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",4.1555,2019-11-01,False,False,7.316,960
2130,False,433498,Papillon,en,Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",7.6752,2017-09-07,False,False,7.319,2204
2131,False,54138,Star Trek Into Darkness,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",9.7316,2013-05-05,False,False,7.319,9858
2132,False,21484,Possession,en,Possession,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",10.1331,1981-05-27,False,False,7.319,1419
2133,False,470,21 Grams,en,21 Grams,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",5.8683,2003-11-18,False,False,7.32,3480
2134,False,88,Dirty Dancing,en,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",13.1654,1987-08-21,False,False,7.319,6651
2135,False,289222,The Zookeeper's Wife,en,The Zookeeper's Wife,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",3.7695,2017-03-24,False,False,7.318,1588
2136,False,26638,Red Desert,it,Il deserto rosso,"In an industrializing Italian town, a married woman, rendered mentally unstable after a traffic accident, drifts into an affair with a friend of her husband.",2.5023,1964-09-04,False,False,7.3,515
2137,False,17581,Naruto Shippuden the Movie: Bonds,ja,劇場版 NARUTO -ナルト- 疾風伝 絆,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",5.1896,2008-08-02,False,False,7.318,531
2138,False,3063,Duck Soup,en,Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,2.344,1933-11-12,False,False,7.3,879
2139,False,866,Finding Neverland,en,Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",6.5499,2004-10-29,False,False,7.317,3809
2140,False,1291608,Dhurandhar,hi,धुरंधर,"In the early 2000s, an undercover operative infiltrates Karachi's underworld, breaking into its inner circle to dismantle a violent nexus from within.",9.36,2025-12-05,False,False,7.3,353
2141,False,3131,Gangs of New York,en,Gangs of New York,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",9.5108,2002-12-14,False,False,7.317,7405
2142,False,2525,The Bible: In the Beginning...,en,The Bible: In the Beginning...,"Covering only the first 22 chapters of the Book of Genesis, vignettes include: Adam and Eve frolicking in the Garden of Eden until their indulgence in the forbidden fruit sees them driven out; Cain murdering his brother Abel; Noah building an ark to preserve the animals of the world from the coming flood; and Abraham making a covenant with God.",3.499,1966-09-28,False,False,7.317,301
2143,False,11698,Stroszek,de,Stroszek,"Bruno Stroszek is released from prison and warned to stop drinking. He has few skills and fewer expectations: with a glockenspiel and an accordion, he ekes out a living as a street musician. He befriends Eva, a prostitute down on her luck and they join his neighbor, Scheitz, an elderly eccentric, when he leaves Germany to live in Wisconsin.",2.2319,1977-05-20,False,False,7.316,310
2144,False,1368314,Passenger,en,Passenger,"After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.",22.1538,2026-05-20,False,False,7.31,847
2145,False,1241983,Train Dreams,en,Train Dreams,A logger leads a life of quiet grace as he experiences love and loss during an era of monumental change in early 20th-century America.,7.3348,2025-11-05,False,False,7.315,1168
2146,False,239877,The Mafia Kills Only in Summer,it,La mafia uccide solo d'estate,"While Arturo tries to gain the love of Flora, he witnesses the history of Sicily from 1969 to 1992, miraculously dodging the crimes of the Mafia and supporting as a journalist the heroic struggle of the judges and policemen who fought this infamous organization.",1.6312,2013-11-28,False,False,7.315,1147
2147,False,9571,Dazed and Confused,en,Dazed and Confused,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.",5.2432,1993-09-24,False,False,7.316,2342
2148,False,7445,Brothers,en,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",9.6746,2009-12-02,False,False,7.315,4028
2149,False,3109,The Quiet Man,en,The Quiet Man,"An American man returns to the village of his birth in Ireland, where he finds love and conflict.",6.7523,1952-07-21,False,False,7.3,624
2150,False,1429,25th Hour,en,25th Hour,"On the eve of a seven-year prison sentence, a New York drug dealer spends his final day of freedom confronting his past, his relationships, and the choices that led to his downfall in a city still reeling from 9/11.",5.3785,2002-12-19,False,False,7.315,2641
2151,False,1223601,Sisu: Road to Revenge,fi,Sisu 2,"Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.",12.5312,2025-10-21,False,False,7.314,904
2152,False,573435,Bad Boys: Ride or Die,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",15.8399,2024-06-05,False,False,7.313,3461
2153,False,400617,Phantom Thread,en,Phantom Thread,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",8.115,2017-12-25,False,False,7.3,3863
2154,False,132363,The Butler,en,The Butler,"Cecil Gaines was a sharecropper's son who grew up in the 1920s as a domestic servant for the white family who casually destroyed his. Eventually striking out on his own, Cecil becomes a hotel valet of such efficiency and discreteness in the 1950s that he becomes a butler in the White House itself. There, Cecil would serve numerous US Presidents over the decades as a passive witness of history with the American Civil Rights Movement gaining momentum even as his family has troubles of its own. As his wife, Gloria, struggles with alcoholism and his defiant eldest son, Louis, strives for a just world, Cecil must decide whether he should take action in his own way.",5.266,2013-08-16,False,False,7.314,3077
2155,False,28055,Blood and Black Lace,it,Sei donne per l'assassino,"Isabella, a young model, is murdered by a mysterious masked figure at a fashion house in Rome. When her diary, which details the house employees' many vices, disappears, the masked killer begins killing off all the models in and around the house to find it.",2.1054,1964-03-14,False,False,7.3,483
2156,False,25793,Precious: Based on the Novel 'Push' by Sapphire,en,Precious: Based on the Novel 'Push' by Sapphire,"In Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father, and at home she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret – she can't read.",5.9823,2009-11-06,False,False,7.313,1816
2157,False,17111,Shutter,th,ชัตเตอร์ กดติดวิญญาณ,"When Jane and Tun run over a girl in a car accident, they speed away immediately from the crime scene. However, Tun, a photographer, soon discovers strange shadows in his photos, which unsettles them.",7.9229,2004-09-09,False,False,7.314,1443
2158,False,10669,Deliverance,en,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",4.2448,1972-08-18,False,False,7.313,1868
2159,False,892,Delicatessen,fr,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",3.6307,1991-04-17,False,False,7.313,1685
2160,False,45612,Source Code,en,Source Code,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",25.981,2011-03-30,False,False,7.313,9389
2161,False,43266,How Green Was My Valley,en,How Green Was My Valley,"Huw Morgan, the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th-century, a miners' strike divides the Morgans: the sons demand improvements, and the father doesn't want to rock the boat.",2.8473,1941-10-28,False,False,7.312,467
2162,False,36208,A Dog's Life,en,A Dog's Life,The Tramp and his dog companion struggle to survive in the inner city.,2.1736,1918-04-14,False,False,7.312,373
2163,False,10549,Hamlet,en,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",8.2596,1996-12-25,False,False,7.311,527
2164,False,1151534,Nowhere,es,Nowhere,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.",4.6511,2023-09-29,False,False,7.311,1618
2165,False,30421,A Chinese Ghost Story,cn,倩女幽魂,"A naïve young tax collector for the imperial government winds up spending the night in a haunted temple. There he falls in love with a beautiful woman who, unfortunately, is dead. With the aid of a powerful Daoist Swordsman, he must defeat undead hordes, overcome a sinister Tree Demoness, and descend to the pits of hell, to fight for the spirit he loves.",10.1026,1987-07-18,False,False,7.313,350
2166,False,26736,Wizards of Waverly Place: The Movie,en,Wizards of Waverly Place: The Movie,A young wizard accidentally conjures a spell that puts her family in jeopardy.,3.4942,2009-08-28,False,False,7.311,1819
2167,False,11886,Robin Hood,en,Robin Hood,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",7.1051,1973-11-08,False,False,7.311,4738
2168,False,10312,Patch Adams,en,Patch Adams,"The true story of Dr. Hunter ""Patch"" Adams, who in the 1970s found that humor is the best medicine, and was willing to do just anything to make his patients laugh—even if it meant risking his own career.",7.0625,1998-12-25,False,False,7.311,3517
2169,False,2798,Oscar,fr,Oscar,"This film originated as a play in Paris. The story focuses on the one-day adventures of Bertrand Barnier played with a genius of French cinema, Louis de Funes. In the same morning he learns that his daughter is pregnant, an employee stole a large amount of money from his company, his maid is about to resign in order to marry a wealthy neighbor and his body builder is interested in marrying his daughter. The seemingly complicated story-line is full of comedy or errors and some of the most hilarious mime scenes of the French cinema.",1.7925,1967-10-11,False,False,7.311,545
2170,False,675445,PAW Patrol: The Movie,en,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,12.2825,2021-08-09,False,False,7.3,1286
2171,False,342737,20th Century Women,en,20th Century Women,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",3.5572,2016-12-28,False,False,7.3,1260
2172,False,4543,Monty Python's The Meaning of Life,en,Monty Python's The Meaning of Life,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",5.0011,1983-03-31,False,False,7.31,2171
